review,sentiment
"The beach is always a wonderful destination, and Cavancha is no exception. Although usually packed in summer (I'd recommend to go on weekdays, during morning hours), it has a smooth swell and the current is very gentle so you can actually swim. The water is rather cold, but with the high temperatures on the shore, it feels refreshing. The sand is smooth and there's plenty around to see, eat, drink and enjoy.",4
Beach is crowded but perfect for families with kids who want to be in the water. Local vendors keep the food and water supply coming and kids have a great time playing in the sand and water. Parents can relax as the waves are not that high. There are also a couple of shops where you can get food and drinks. Playgrounds to finish off the day,4
"Good beach to come with family and friends. It's nice to swim and you can rent kayaks, paddle boards, body boards etc.There is also beach chairs and sunshade for rent... If you don't have your own. It's 6usd each.In summer it can get a bit crowded, specially after lunch.",4
"Although not quite on Rio de Janeiro standards, one of most scenic city beaches you would hope to find.  The forest of tower blocks testifies to its popularity.  Try to go on a weekday when even in summer, it's not crowded.",4
"Driving from Colchagua valley we drove through vineyards and thick forests of pine and eucalyptus trees passing some small villages along the way and street vendors selling strawberries, water melons and other summer fruits. Pichilemu was packed with traffic and it took us approximately 30 minutes to get through. But Punta de lobos really paid us off. The spot has an amazing view, unbelievable cliffs with various birds flying around, the waves crushing on the rocks, the sandy beach full of people (although it was a bitty chilly) and the surfers in a constant “fight” with the waves. Although it was an overcast day one could only imagine how much more beautiful this place would be on a sunny day!",4
Great location to surf. Beautiful beach. Lot of things and sports to do. Waves are ok for kids. Just arrive early since parking is a problem. ,4
"a nature reserve with world-class waves, wonderful sunsets, windy but sunny place in summer, lots of peace and quiet, marine wildlife, friendly people",5
Take a colectivo there and explore the area if you aren't staying nearby. It is absolutely beautiful and you can usually catch surfers on the big waves from some peaks above or beaches below.,5
"Regardless if you surf or not, the view is amazing as the cliff and morros are a scene to enjoy.If by any luck you go while the waves are big and breaking behind the morros then you are in for quite a show of surfers taking on huge waves, quite an experience.Take some wine and some snacks and just enjoy the view from the top.",4
Beautiful Beach to walk for endless miles and miles and meet only few people and enjoy a beautiful view and the sea.,5
"Punta de lobos is a very special place. The spot belongs to the Big Wave surf tour, in winter there are huge swell and there are surfers from meny places. Very cold water and plenty of seafood, its a must for surfers",5
"this beach is a bit far away to pichilemu, a lot of surfers here... no ambulant sellers. the problem here are the showers and toilets, which do not exist. they try to protect the clifs, but a lot of people do not care about this... and also a lot of them are doing their needs between the flora. ",3
"Punta de Lobos (Sea Wolf's Point) is the name of the point given to the famous point break outside Pichilemu. Once endangered by real estate investors it was finally bought by surfers and surf organizations and it was declared a Surf Reserve. It offers a big, long, left, consistent and extraordinary wave. The beach, as most of the chilean beaches in the center and the south, is grey - volcanic origin -. Very nice in winter, crowded in summer, and very safe for the children. No coffee shops or whatever - is a reserve, so bring yours! Arrive early and enjoy the wave. Enter by the point straight to the wave or paddle - a lot!- from the beach.  By the way, Punta de Lobos is also a cliff, 50 m above the water, so save some energy to climb back to your car.",5
A rapidly growing area. Beach very busy at high season. Great for surfers so lots there with accompanying services of hire and teaching.   Quieter areas a bit away from the popular surfing area but not suitable for children to swim due to waves and currents.,4
The biggest and most popular beach in Vina del Mar.,5
Playa Renaca is a scenic place with rocks and beach alongside of Pacific Ocean. One can see some impressive buildings inwards. Certainly worth visiting. ,4
"We went there for our anniversary and it was a great experience. It is winter time in Chile but it was full of life with plenty of people walking around, playing sports at the beach and a lot of great places to eat. We love it!",5
We wondered along the beach and very much enjoyed the views all around. The sunset was alas very beautiful and I enjoyed people watching. ,5
"My wife, 11 year old daughter and I ventured onward to Vina Del Mar and Renaca, Chile this past Christmas vacation of 2013. Due to rave reviews from friends/expats in the US, we have been talking about visiting here for quite a while. We were sorely underwhelmed by this place in the world, to say the least.Let me begin by asking your reasons for wanting to visit the Vina del Mar area?  If you have to go for business and the company is picking up the tab, well okay. There are worse places. If you are going to discover new culture, fine architecture, great beaches and interesting people, there are 1,000 better places. If you are from the US and taking a family vacation here, willingly, I would ask you to make an appointment with a neurologist.There is nothing about Vina Del Mar, nor Renaca, that even remotely has an edge over the most basic of budget beach resorts at the Jersey Shore. All the beaches, in and around this area from Vina Del Mar all the way up and through Renaca AND beyond, are dumpy, dingy and dirty. Many as well reek of urine, either from the horse drawn carriages, stray dogs or homeless people in and around the area. They're just NOT at all pretty. You walk out on the rocks on the beach at Renaca and find trash and more urine smell, at one time so pungent I nearly vomited. Want to go swimming? We were there on the first day of summer, Dec 21, and it was pretty cold just to walk around. But even in the height of their short summer months, January and February, the water remains Ice-Cap bitter cold due to the area's proximity to the Antarctic.  Beware as well that Vina Del Mar has both a homeless problem, and an incredibly LARGE stray dog issue.  The dogs are all nice and appear to be well fed, but they are literally everywhere; street corners, main roads and especially on the beach.  If you're a dog person you'll love it because they are all very cute and people friendly.  But, they are dogs, and do what dogs do.  Some early mornings you are woken by their territorial stampede as rivaling packs fight for dominance before the traffic gets too bad.  They then calm down until the next sunrise.  This is NOT a family vacation destination, especially if you have US teens.  Understand that Vina Del Mar is VERY third world, and certainly not the mecca of art, culture and beach swimming it is touted to be by people trying to sell you something.  The restaurants are mediocre to good, but in some areas downright awful. There are 2 Starbucks in Vina thank God. You can not get a decent cup of Joe anywhere in this God forsaken country. We ordered a very mediocre lunch in a ""café"" on Liberdad (one of the main drags) with some Café con Leche. The waiter arrived with instant coffee, a pot of hot water and 2 milk cartons.......and if that wasn't comical enough, one afternoon we ordered omelettes and a cheese sandwich. We all received ham and ""cheese of the day"" sandwiches and the waiter ran away after placing them on our table. Yes, I do speak pretty good Spanish and ordered correctly, this is just an extremely odd country, and that being said, there is more................A man came up to us as we were walking to dinner one night down 5 Norte, waving his hands at me as he got closer. Each hand contained a large nail. He was insisting I listen to something which sounded like the beginning of a zealous, inspired personal discourse on the death of Christ, and he waved the nails in my face for a moment before we all walked off. It took us a little while after some laughter to try and figure out what he was attempting to say. Did he want to sell us the nails for 1000 pesos? Why not? Various people walk around selling random band-aids, so why not nails? Perhaps he wanted a hammer? Help putting up some new shelving in his home? Nope, it was probably about some religious fanaticism, which breeds a somewhat puritanical and conservative air to the place. My 11 year old daughter wore typical US teen tights and a t-shirt one afternoon and the doorman stopped me, saying she was dressed inappropriately and requested she change. Whattttt?????!!! The same doorman hassled a younger woman for entering the building, wearing a skirt on the short side with boots. This, as an American, I found most bizarre.In a nutshell, we were in Vina Del Mar as an American family for 8 days, and it was 8 days too long. It is old, smelly, and dumpy, lacking in character. One post I read before arriving there compared Vina Del Mar to Barcelona. What a farce! Barcelona is a beautiful European city and Vina Del Mar is a dump; an armpit comparatively to Barcelona.Don't waste your time traveling to Vina Del Mar, nor its neighboring towns like Valparaiso or Renaca, which are even dumpier. Valparaiso is so old, decrepit and run down it looks like a hellish version of San Francisco in 1960 during a garbage pick up strike.",3
This was a big surprise when we took the bus from vina Del mar to concon and saw the gorgeous seaside of renaca. We were going to to travel to Santiago but stayed an extra day here instead to enjoy the relaxed vibe of renaca ,4
"This lovel beach has wonderful views from its rocky shore. The water is very cold but the beaches are beautiful. I saw a lot of sea lions (called Sea Wolfs in Chile) just hanging out there. Explore the lovely town of Renaca and its neighbor Con Con (where you'll find sand dunes to climb, and a lively shopping/eating area in the center of town). Worth a visit if you're staying along the coast!",5
The renaca beach is very large with huge waves and lots of nice bars. Although it can be quite crowded during the summer months it is a very popular beach,4
"During the summer months of Chile, this beach is jammed packed with people! especially after lunch. There are lots of restaurants along the coast and plenty of people inviting you to parties at night. This beach is great for families, friends, couples, anyone really. ",5
"You couldn't find a better beach, very spacious and popular with beautiful waves, summer here is so popular you have trouble finding a parking spot.",5
"Not much to do, but walking along the beach and enjoying an ice cream or coffee by the water is nice. Restaurants are pricier than in Vina del Mar and the food is the same caliber as many cheaper restaurants in Vina del Mar ",3
Popular surfer's beach in the southern part of the city.,4
"if you wanted to be completly disconected from the internet or the technology or maybe also from the city, this is a good option, this heavenly place is loceted between coquimbo and guanaqueros and it is around 20 minutos by car from la serena. This places is prepare to recive tourist, the main attraction is the beach, and the main goal is that the costumers by relaxed during their stay.",4
"A very nice beach on a 15 minutes drive from La Serena. We went there with the people of our AirBnb apartment. It is a way better place than the beach of La Serena, because the way it is shaped. It is a strip of beach in the sea, so the beach is at both sides. The waves are nice to play in or to surf on. If you can reach this beach, you should definitely go.",4
"Nice beach with white sand, clear water and small tides. Kids really enjoy this place.On sundays is incredibly crowded, the road is narrow so you will be in the middle of horribe traffice jam.Perfect for surf.",5
"I came here based on image search: I’ve never been to a beach this packed where I couldn’t even see the shore. And it was dangerous to go in the water with the amount of people, including the ones on boogie board. I don’t understand why people pay 4.000 for parking to stay here, when La Serena is only 20 minutes away, less people and cleaner, and 1.800 to park.",1
"Nice spot for lunch and pictures. Spent 3 hours there, the weather was amazing and the beach empty. The water is cold but the view is absolutely gorgeous.",5
"I have to say that it is really beautiful, and paradisaical, but it is overcrowded on January and on February is even worst. Also the place is dirty, I have seen people in the morning cleaning the place, but the same tourists do not take care of this beautiful site. Besides the public toilets are expensive and disgusting. There is others, which costs the same and are better, but you have to walk all around to get there. In my opinion there is a lot to do here, it has the potential if the government or the municipality take care of it.",2
"The view is amazing but very crowded in the peak season. Last time I was there in off season and it was just magical. There are not many places to buy stuff/food. Stay dogs can be a bit scary though, be careful. Nice panoramic view for pics.",4
This place in awesome and the beach is totally breathtaking. water is crystal clear and the sand is clearly white.,5
This is a really nice beach to stay for the whole day. We brought umbrellas and day tents so we had some shade. The beach is clean and the sand is wonderful. We explored into the rocky areas and found some amazing shells. Go early so you can claim a good spot.,5
"visit this impressive natural beach, no waves (with a bit of seaweed, nothing to stop swimming) definitely special to cayak, play in the sand, etc.",5
"A bit over an hour from Bahía Inglesa. On your way back you can take a desert sand track exploring Pacific coastline and inland landscapes. Make sure you have enough gas. There are cabins at this beach, but this being a desert, it is a bit desolate to spend a lot of time there. ",3
It's nice enough. Spent a day there but nothing to write home about. Water is a bit dirty compared to nearby beaches. Sand is nice and there are nice wooden parasols to relax under. Some nice stray dogs might come join you.  The main benefit to its big competitor Bahia Inglesa is that Caldera centre is very close and better for a more Chilean feel of restaurant etc. ,3
"We visited this beach on a sunny day, the water is blue and white sands, one of the best I have been to. Unfortunately we decided to have lunch in the restaurant above. The told us there is no menu, we both had fish with a scallop sauce and rice, when we got the bill we had been charged $12.000 per dish (7000 for fish, 3000 for sauce and 2000 for rice, what a rip off the food was OK but the service terrible. Take your picnic next time and enjoy the beach.",2
"Chile is not particularly known  for having white sand beaches, but Playa La Virgen is an exception!  It is a unique place, an small cove, with beautiful colours and  unique landscape, where the desert and the Pacific ocean met. If I was going to spend my summer holidays at a beach in Chile again, no doubt I will come back here over and over and over",4
It was worth it the effort to get there! But go well prepare if its not high season because its only one restaurant and it was closed.,3
We went to this beach because of all stories.It is a beach with water and sand nothing more.You need a car to acces this beach.I think you can spent your time for othet activities.,1
"Lovely beach, around 1 hour from Bahía, you’ll need a car as there are no buses or etc. you’ll have to pay an entrance fee per car (5000CLP). The place is perfect for camping (15000CLP/night); you can rent cabanas as well (~50-70kCLP/night); there is one restaurant, public WC and shower - nothing else, except the desert:) no cellphone network. Have fun!",5
We went there with a rental car and it was a nice drive getting to the beach. Only the last 7K was a rough road but doable with a regular car. Parking on top of the hill is free and when we were there (during a weekday) we only had to share this great beach with 2 other persons. We really loved it because of that!,5
"One of the beat beached in the Region III of Chile, with turquoise water and white sand, the beach attracts the distant and weekend travelers!! ",5
"It was a beautiful day when I went, but the beach still felt a bit claustrophobic with all the people. The water was colder than further north (or south, surprisingly, near La Serena), and the waves were worse than at the beaches in Parque Nacional Pan de Azucar.",3
"One of the most beautiful places in the middle region of Chile. It’s a little place not so mainstream but really clean and a perfect one for everyone who want to see something different and beautiful. Must have to see. PS: it’s a kind of romantic here, good place for couple. ",5
About a 1 hour drive North from Concon. A beautiful small beach town with many trees right up to the ocean. Many beautiful home surrounding cove. A couple restaurants overlooking beach. A few locals shops in town (not on beach). If you want a quiet beautiful beach location - worth a try. Checkout the penguins on your way up ... Isla Pinguino on North end of Cachagua beach.,4
Great place to see/ visit and see the nature. Well kept beach and walk ways. Nice surroundings. Should stop in if you are in the area.,5
"The water is freezing cold.  No surprise there.  Parking (1,000 pesos an hour - maximum 5000 pesos) can be a challenge unless you arrive early.  The beach is, otherwise, clean.  The people are friendly.  There are amenities, a couple of nice restrooms, and a couple of nice restaurants (one of which requires a bit of walking, but the food was great).  Our overall experience was very positive.",4
"I would have to say this is the Camden, Maine or Malibu, California of the Chilean coast. Quaint, high end homes and beautiful beach. A very relaxed and beautiful area one descends from the hills into. Definitely worth the trip, especially if you go to see the Humboldt Penguins while in the area. Very special memories for those who come from the Northern Hemisphere where there are no penguins!",5
"Beautiful beach with great view and calm ocean, although chilly. It's a place you want to come back again and again, to relax and enjoy family time",4
"It is a nice, small beach without services, one can take a walk, although the promenande is narrow in some part, especially close to a restaurant that invades almost all with tables. One can take a walk on the rocky promenade (""rambla""). Parking is only possible at the parking lot close to the beach.  One-two hour should be enough.",4
"The beach is very beautiful, reminds me of Southern California. We went in mid November, water was very cold. The couple of restaurants at the beach were expensive. The town is beautiful, fancy, safe but we didn’t see any people at all (on a Saturday) ",3
this stop was a total surprise on my trip. This beautiful and peculiar beach has got a great atmosphere and beautifully shaped rocks that lead to the sea. there's a beautiful hill with a sanctuary on the top that can't be missed,5
"This little beach is very well known in Zapallar, it is quite exclusive.You are not allowed to have picnic, bring your own tent or anything that can ruin its image.Sometimes it gets a little overcrowded in summer time but everything is in order anyhow.There is a life guard during the summer so you can get into the ocean with no problem. The waves can get quite big though and the water is very cold.The beach is beautiful and clean.",5
